,index,ascent start,depth start,ascent end,depth minimum,descent end,descent end,profile type,remark,t00,d00,c00,t01,d01,c01,t02,d02,c02,t03,d03,c03,t04,d04,c04,t05,d05,c05,t06,d06,c06,t07,d07,c07,t08,d08,c08,t09,d09,c09,t10,d10,c10,t11,d11,c11
0,184,,200,,10,,200,quot,,2021-01-24T00:59:20,98.703,0.0107,2021-01-24T01:11:20,65.961,0.1498,2021-01-24T01:13:00,61.465,0.3424,2021-01-24T01:16:00,53.214,0.7811,2021-01-24T01:28:40,20.072,0.9255,2021-01-24T01:41:00,46.132,0.8614,2021-01-24T01:44:20,64.253,0.749,2021-01-24T01:44:40,66.218,0.5992,2021-01-24T01:47:40,82.546,0.0481,2021-01-24T01:56:00,129.593,0.0107
1,185,,200,,10,,200,quot,,2021-01-24T03:09:40,112.957,0.0107,2021-01-24T03:24:40,71.03,0.0696,2021-01-24T03:28:20,61.018,0.4494,2021-01-24T03:32:40,49.257,0.8346,2021-01-24T03:38:40,33.595,0.9042,2021-01-24T03:56:00,47.213,0.8774,2021-01-24T03:58:40,61.703,0.5617,2021-01-24T04:00:20,71.226,0.0749,2021-01-24T04:12:00,136.58,0.0
2,186,,200,,10,,200,quot,,2021-01-24T05:21:00,109.001,0.0,2021-01-24T05:33:40,73.729,0.0963,2021-01-24T05:36:40,65.434,0.5243,2021-01-24T05:38:00,61.881,0.9255,2021-01-24T06:07:20,57.756,0.8988,2021-01-24T06:08:40,64.929,0.6794,2021-01-24T06:11:40,81.344,0.0588,2021-01-24T06:21:00,133.944,0.0
3,187,,200,,10,,200,midn,,2021-01-24T07:50:40,109.128,0.0054,2021-01-24T08:02:40,75.523,0.0642,2021-01-24T08:06:40,64.554,0.4494,2021-01-24T08:13:00,47.298,0.8346,2021-01-24T09:00:40,63.035,0.9202,2021-01-24T09:03:00,69.03,0.519,2021-01-24T09:05:00,73.806,0.1177,2021-01-24T09:30:20,108.549,0.0214
4,188,,200,,10,,200,quot,,2021-01-24T11:45:00,97.065,0.0267,2021-01-24T11:54:20,71.524,0.1337,2021-01-24T11:57:40,62.591,0.7436,2021-01-24T12:25:00,60.908,0.7704,2021-01-24T12:26:00,66.433,0.7597,2021-01-24T12:29:00,82.509,0.0428,2021-01-24T12:36:20,123.815,0.0054
5,189,,200,,10,,200,quot,,2021-01-24T13:59:40,114.869,0.0107,2021-01-24T14:13:40,76.08,0.0963,2021-01-24T14:16:40,68.019,0.321,2021-01-24T14:17:40,65.12,0.7008,2021-01-24T14:42:40,65.019,0.7757,2021-01-24T14:43:20,68.777,0.4066,2021-01-24T14:45:40,81.105,0.0856,2021-01-24T14:54:40,132.152,0.0107
6,190,,200,,10,,200,quot,,2021-01-24T16:18:00,105.394,0.0107,2021-01-24T16:29:20,73.387,0.0963,2021-01-24T16:32:40,64.575,0.3852,2021-01-24T16:35:00,58.121,0.7704,2021-01-24T16:54:40,57.542,0.7436,2021-01-24T16:55:20,61.298,0.7062,2021-01-24T17:00:00,86.74,0.0214,2021-01-24T17:06:40,124.096,0.0107
7,191,,200,,10,,200,quot,,2021-01-24T18:41:20,107.585,0.0,2021-01-24T18:55:40,67.709,0.1391,2021-01-24T18:57:20,63.048,0.4066,2021-01-24T18:58:00,61.345,0.6527,2021-01-24T19:08:40,32.689,0.7972,2021-01-24T19:21:40,65.977,0.749,2021-01-24T19:22:20,69.552,0.6741,2021-01-24T19:25:20,85.862,0.0321,2021-01-24T19:33:20,130.777,0.0
8,192,,200,,10,,200,noon,,2021-01-24T21:14:40,96.349,0.0214,2021-01-24T21:24:20,69.657,0.1391,2021-01-24T21:25:20,67.039,0.3103,2021-01-24T21:27:40,60.476,0.7436,2021-01-24T21:39:20,29.585,0.8667,2021-01-24T21:49:40,31.788,0.856,2021-01-24T21:52:20,41.326,0.8025,2021-01-24T22:05:00,59.552,0.8025,2021-01-24T22:10:00,62.676,0.7704,2021-01-24T22:11:20,66.228,0.7062,2021-01-24T22:15:40,73.414,0.0963,2021-01-24T22:28:40,95.179,0.0107
9,193,,200,,10,,200,quot,,2021-01-25T00:52:20,117.171,0.0,2021-01-25T01:08:20,72.562,0.0963,2021-01-25T01:11:20,64.404,0.2889,2021-01-25T01:13:00,59.918,0.6902,2021-01-25T01:20:20,40.43,0.8025,2021-01-25T01:34:40,48.382,0.7918,2021-01-25T01:37:20,62.771,0.3959,2021-01-25T01:41:40,86.377,0.0428,2021-01-25T01:50:00,134.19,0.0107
10,194,,200,,10,,200,quot,,2021-01-25T03:13:40,102.001,0.0054,2021-01-25T03:24:00,73.669,0.0642,2021-01-25T03:26:40,66.43,0.3905,2021-01-25T03:29:40,58.361,0.8025,2021-01-25T03:41:40,26.989,0.8346,2021-01-25T03:56:00,56.817,0.856,2021-01-25T03:58:40,71.596,0.4547,2021-01-25T04:02:20,91.541,0.0214,2021-01-25T04:07:40,121.579,0.0107
11,195,,200,,10,,200,quot,,2021-01-25T05:22:40,105.253,0.0,2021-01-25T05:30:20,83.921,0.0642,2021-01-25T05:34:00,74.019,0.4708,2021-01-25T05:39:40,58.724,0.7704,2021-01-25T06:05:40,61.941,0.7972,2021-01-25T06:09:00,79.475,0.4815,2021-01-25T06:11:40,94.006,0.0374,2021-01-25T06:20:20,143.554,0.0054
