,index,ascent start,depth start,ascent end,depth minimum,descent end,descent end,profile type,remark,t00,d00,c00,t01,d01,c01,t02,d02,c02,t03,d03,c03,t04,d04,c04,t05,d05,c05,t06,d06,c06,t07,d07,c07,t08,d08,c08,t09,d09,c09,t10,d10,c10,t11,d11,c11
0,180,,200,,10,,200,quot,,2021-01-23T14:00:20,112.432,0.0,2021-01-23T14:15:20,70.873,0.0856,2021-01-23T14:16:40,67.232,0.2675,2021-01-23T14:20:00,58.256,0.8239,2021-01-23T14:36:00,16.304,0.8132,2021-01-23T14:50:00,57.074,0.8239,2021-01-23T14:51:40,66.12,0.337,2021-01-23T14:54:00,78.704,0.0374,2021-01-23T15:00:40,115.328,0.0
1,181,,200,,10,,200,quot,,2021-01-23T16:13:40,116.487,0.0107,2021-01-23T16:28:40,74.26,0.0749,2021-01-23T16:32:20,64.068,0.4387,2021-01-23T16:33:40,60.651,0.6634,2021-01-23T17:04:20,60.093,0.7597,2021-01-23T17:05:20,65.676,0.4708,2021-01-23T17:08:20,81.758,0.0321,2021-01-23T17:21:40,157.951,0.0107
2,182,,200,,10,,200,quot,,2021-01-23T18:34:00,127.914,0.0,2021-01-23T18:50:00,82.645,0.107,2021-01-23T18:53:20,73.63,0.2461,2021-01-23T18:54:40,69.884,0.7811,2021-01-23T19:15:40,14.099,0.8988,2021-01-23T19:17:40,8.963,0.8346,2021-01-23T19:19:40,17.029,0.9255,2021-01-23T19:30:20,73.996,0.7972,2021-01-23T19:30:40,75.0,0.6955,2021-01-23T19:33:40,92.216,0.0428,2021-01-23T19:41:20,136.001,0.0
3,183,,200,,10,,200,noon,,2021-01-23T21:09:00,112.57,0.0107,2021-01-23T21:21:00,78.908,0.0642,2021-01-23T21:23:20,72.55,0.4975,2021-01-23T21:26:20,64.311,0.856,2021-01-23T21:44:00,17.187,0.9684,2021-01-23T21:48:20,8.509,0.8774,2021-01-23T21:51:00,17.0,0.9309,2021-01-23T22:28:20,69.564,0.8078,2021-01-23T22:30:40,71.214,0.7597,2021-01-23T22:32:20,80.316,0.0749,2021-01-23T22:56:00,124.751,0.0107
